scenario,cycle,sim_year,median_abs_smd,max_abs_smd,median_std_wasserstein,max_std_wasserstein,age_sex_target_coverage
ag_interaction,0708,2,0.1380408419484808,0.32714726563064234,0.1468938667914251,0.3279204545728208,1.0
ag_interaction,0910,4,0.16011671529027124,0.31161640322618855,0.16855755020112562,0.3492790260123482,1.0
ag_interaction,1112,6,0.19378516346444138,0.446502648037158,0.19602360998046856,0.44653502860831484,1.0
ag_interaction,1314,8,0.15643157425197074,0.93974126827124,0.16244000929737787,0.9397412682712412,1.0
ag_interaction,1516,10,0.23136053187348568,0.9859548250142336,0.23179862972618448,0.9859548250142356,0.9999999999999999
ag_interaction,1718,12,0.1983098897103441,1.0445717259093246,0.2025904853200005,1.044571725909325,1.0
mapping_drift,0708,2,0.13895790073672934,0.32465356319883876,0.14606812065236152,0.325472644146761,1.0
mapping_drift,0910,4,0.16621974009486526,0.3164830332774749,0.17602918604440818,0.3488789297468493,1.0
mapping_drift,1112,6,0.19969068480618118,0.4446980683735696,0.204554859151042,0.44470964074889513,1.0
mapping_drift,1314,8,0.1722630298962521,0.9390006380346637,0.17577811120200043,0.9390006380346627,1.0
mapping_drift,1516,10,0.24272918407528915,0.9868194709399866,0.24303249234338803,0.986819470939987,0.9999999999999999
mapping_drift,1718,12,0.21533220659622365,1.0486604141042108,0.21550098024829167,1.0486604141042126,1.0
measurement_shift,0708,2,0.14126345143109947,0.3254303223174695,0.14515522317467672,0.32620407921581573,1.0
measurement_shift,0910,4,0.16679508029771714,0.3184650577184994,0.17715934966747438,0.3481210418688823,1.0
measurement_shift,1112,6,0.20314660239349125,0.44350894755361125,0.20771294264920906,0.44356761117892873,1.0
measurement_shift,1314,8,0.0710370745836968,0.9443120902756259,0.14500580741592908,0.9443120902756253,1.0
measurement_shift,1516,10,0.15925486220191146,0.9848923342897397,0.17396047631442824,0.9848923342897417,0.9999999999999999
measurement_shift,1718,12,0.138787025349659,1.0393221374097834,0.18247388938313663,1.039322137409786,1.0
stable_additive,0708,2,0.13833243579321697,0.3255963992496055,0.14154021545313816,0.326340287687802,1.0
stable_additive,0910,4,0.166820416266021,0.3164185316444931,0.17727950373789617,0.34702116059785254,1.0
stable_additive,1112,6,0.20361225374655906,0.446190522868907,0.20888026643691007,0.446268921293745,1.0
stable_additive,1314,8,0.17226755116512127,0.9388102009296505,0.17593754411989004,0.9388102009296486,1.0
stable_additive,1516,10,0.24779940328181646,0.9922222862839807,0.24814279827546373,0.9922222862839832,0.9999999999999999
stable_additive,1718,12,0.21861905830704448,1.0511820698395824,0.21870896646215457,1.0511820698395842,1.0
