scenario,cycle,sim_year,variable,synthetic_mean,actual_poststrat_mean,synthetic_sd,actual_poststrat_sd,standardized_mean_difference,sd_ratio_synth_over_actual,standardized_wasserstein,age_sex_target_coverage,actual_n,synthetic_n
ag_interaction,0708,2,LBXHGB,14.659782175250468,14.43400920121956,1.4426994499076085,1.5519657841656944,0.15342033895423798,0.9295948819407605,0.15496865755686648,1.0,2315,10000
ag_interaction,0708,2,LBXRBCSI,4.806236194613094,4.736984559049586,0.4954657587441703,0.47340455886473254,0.1380408419484808,1.0466011563816422,0.1391662110726277,1.0,2315,10000
ag_interaction,0708,2,LBXMCVSI,90.48831003046499,88.66269645800674,5.553596882144143,5.198759759667455,0.32714726563064234,1.0682541873216673,0.3279204545728208,1.0,2315,10000
ag_interaction,0708,2,LBXRDW,12.687446915665252,12.786163981729338,1.0085119147015955,1.130562980594394,-0.09674306956901892,0.892043992251869,0.09966688885781907,1.0,2315,10000
ag_interaction,0708,2,LBXGH,5.482476146413763,5.601403441518071,0.9105155142965242,0.8873132150837533,-0.13007590200360808,1.0261489390875136,0.13543963162690195,1.0,2315,10000
ag_interaction,0708,2,LBXGLU,103.67177573168692,106.84188822488964,26.40253909065674,32.1723438566727,-0.11995358727871917,0.8206594834457711,0.12126769819168755,1.0,2315,10000
ag_interaction,0708,2,LOG_IN,2.0999015262070015,2.223209608932004,0.7648757633609551,0.7051965764763238,-0.1627786953719934,1.0846277320046447,0.16630735342379518,1.0,2315,10000
ag_interaction,0708,2,BMXBMI,28.874283693594258,28.38676272474236,6.909259871248204,6.109269272038872,0.06896088143591562,1.13094701896195,0.09577014877871896,1.0,2315,10000
ag_interaction,0708,2,SOMATIC_SCORE,0.5549,1.7533527283318762,0.8135022987060331,2.0433571994598907,-1.1453401200333966,0.39812045535702795,1.1453401200333948,1.0,2315,10000
ag_interaction,0708,2,A_PC1,0.24975476219704273,-0.04105723539832906,1.2932143859632728,1.4149444775311142,0.2193552438509626,0.9139682909818173,0.21977778809337536,1.0,2315,10000
ag_interaction,0708,2,A_PC2,0.0714812909654801,-0.11743733891560228,1.2181950186441273,1.1589612989502516,0.15475194647974716,1.0511093163745222,0.1552056494692262,1.0,2315,10000
ag_interaction,0708,2,A_PC3,0.11929030722567167,-0.045637723210247484,0.7640634023085476,0.727838501803296,0.2159262360828436,1.0497705197176306,0.21996836095424263,1.0,2315,10000
ag_interaction,0708,2,G_PC1,-0.08809072722145522,0.11881403800550173,1.2930217859231152,1.395004603452059,-0.16001517312700456,0.9268942788600278,0.1600671078528721,1.0,2315,10000
ag_interaction,0708,2,G_PC2,-0.06545364484438294,0.047689082225808165,1.0100693545776522,0.9361707753660963,-0.11255863192603087,1.0789370712652906,0.12569253321760912,1.0,2315,10000
ag_interaction,0708,2,G_PC3,0.011447505112296788,-0.018401674348530184,0.41347806407945425,0.4476743523069554,0.07242715069673313,0.9236134747249182,0.1468938667914251,1.0,2315,10000
ag_interaction,0910,4,LBXHGB,14.639964544005508,14.309514651338192,1.418476754080128,1.4074501201414025,0.2245518302534767,1.0078344758232836,0.22513428679450875,1.0,2367,10000
ag_interaction,0910,4,LBXRBCSI,4.803057499197268,4.6600902336954775,0.49148436281780494,0.48880011957214575,0.2849798642349855,1.005491494658407,0.28497986423498195,1.0,2367,10000
ag_interaction,0910,4,LBXMCVSI,90.47241789132971,89.9155492398126,5.5549907898521695,5.251653759504274,0.09979004286977086,1.0577602873759386,0.10554257664805718,1.0,2367,10000
ag_interaction,0910,4,LBXRDW,12.70076114870433,12.828370456089555,0.9941489462399534,1.1852361543242569,-0.125057566986529,0.8387771016036473,0.12536393614111446,1.0,2367,10000
ag_interaction,0910,4,LBXGH,5.512439288062575,5.658832644227274,0.9098454043060438,0.8323485295282395,-0.16011671529027124,1.0931062794352844,0.18042538852606668,1.0,2367,10000
ag_interaction,0910,4,LBXGLU,104.47951273880501,104.99191721620984,26.340107846816878,26.41119960672488,-0.01938882463451307,0.9973082722115393,0.049149805188580864,1.0,2367,10000
ag_interaction,0910,4,LOG_IN,2.1175504844560002,2.3536060760042155,0.7732699466034313,0.6920340183194603,-0.31161640322618855,1.1173871892616563,0.3134174855575944,1.0,2367,10000
ag_interaction,0910,4,BMXBMI,28.96920080764685,28.93559244171614,6.9593826524185625,6.750588676637457,0.0047539750826731874,1.030929743431666,0.04314701659162109,1.0,2367,10000
ag_interaction,0910,4,SOMATIC_SCORE,0.5123,1.6838387996457949,0.7796465288834421,2.0294991283484154,-1.1196189534131722,0.3841571144294652,1.119618953413169,1.0,2367,10000
ag_interaction,0910,4,A_PC1,0.23155024316288608,-0.14838366857236346,1.2624441783812461,1.3390920084452114,0.2865786024821904,0.9427613415802852,0.2872712695980681,1.0,2367,10000
ag_interaction,0910,4,A_PC2,0.06881142872099262,0.1233731293581802,1.22115904148721,1.2199151949708134,-0.04469400070371537,1.0010196172008714,0.056128895549196756,1.0,2367,10000
ag_interaction,0910,4,A_PC3,0.12273529247154495,0.08153091858703315,0.7654421889899657,0.7634858777368647,0.05394538053669242,1.0025623411121891,0.0629515051919747,1.0,2367,10000
ag_interaction,0910,4,G_PC1,-0.0408041961468762,0.1682067773829381,1.2955589814608546,1.2338392592048044,-0.16164406401240086,1.0500224983081086,0.16855755020112562,1.0,2367,10000
ag_interaction,0910,4,G_PC2,-0.05448930246021585,0.2101055107361329,1.0158109424974486,0.9104152141001408,-0.26322885225869086,1.1157666598327682,0.26592265942139903,1.0,2367,10000
ag_interaction,0910,4,G_PC3,0.005645913520942074,-0.12094410449674334,0.41424457388152436,0.3871554125078423,0.3071626918154168,1.0699697343715513,0.3492790260123482,1.0,2367,10000
ag_interaction,1112,6,LBXHGB,14.634057972083607,14.211787138881146,1.3986250975412633,1.4579486976773046,0.28694725149672234,0.9593102279726637,0.28754011416451375,1.0,2033,10000
ag_interaction,1112,6,LBXRBCSI,4.801054299372982,4.577055095778217,0.48718847958585537,0.4700576821372468,0.446502648037158,1.0364440325083482,0.44653502860831484,1.0,2033,10000
ag_interaction,1112,6,LBXMCVSI,90.43546818156882,90.7084023031424,5.535179059502392,5.33993817065595,-0.04890939293898205,1.0365623875421124,0.06649169014216379,1.0,2033,10000
ag_interaction,1112,6,LBXRDW,12.713771255930816,12.911510513835086,0.9868436790445704,1.1405800742894765,-0.19378516346444138,0.8652120980276846,0.19378516346444294,1.0,2033,10000
ag_interaction,1112,6,LBXGH,5.545486296747573,5.71867752752027,0.9077008138615366,0.9714382237831416,-0.1894267042911792,0.9343886123057955,0.19442314395343643,1.0,2033,10000
ag_interaction,1112,6,LBXGLU,105.23119961092986,107.2225882900166,26.239796454193094,29.702813104218954,-0.07535196818247702,0.8834111557758825,0.08764217882114535,1.0,2033,10000
ag_interaction,1112,6,LOG_IN,2.1359229431154634,2.344753201995545,0.7812058255711809,0.6861610361633853,-0.2756763088313165,1.1385167393637374,0.28203013627592566,1.0,2033,10000
ag_interaction,1112,6,BMXBMI,29.05934936791174,29.137204074088164,7.007553964634953,6.558442256158349,-0.011012714334122245,1.0684784116311903,0.07009248820722026,1.0,2033,10000
ag_interaction,1112,6,SOMATIC_SCORE,0.6212,1.571510889053111,0.9497950094625681,1.9673336177616028,-0.9081953438848742,0.4827828899417822,0.9081953438848742,1.0,2033,10000
ag_interaction,1112,6,A_PC1,0.22032431370753858,-0.28381343405513515,1.2410547383041945,1.320405902283117,0.38026374258747675,0.9399039614699418,0.38030804855070754,1.0,2033,10000
ag_interaction,1112,6,A_PC2,0.061499205518600275,0.29365832123305036,1.219367307676051,1.2113192036967682,-0.1901722189730194,1.0066440818858655,0.19876763202253067,1.0,2033,10000
ag_interaction,1112,6,A_PC3,0.12659330451672923,0.1948307969474979,0.7645169906528175,0.7664213713390684,-0.08933754232899925,0.9975152301886838,0.10707110315691845,1.0,2033,10000
ag_interaction,1112,6,G_PC1,0.0077605680330498986,0.2601516298204132,1.296997733683656,1.418639710295382,-0.19519318176801287,0.9142544962410517,0.19602360998046856,1.0,2033,10000
ag_interaction,1112,6,G_PC2,-0.043189132923442286,0.1716760895666144,1.0202990425329288,0.8775013198044632,-0.2137559887252784,1.1627322027963283,0.22560948859502192,1.0,2033,10000
ag_interaction,1112,6,G_PC3,-0.003931403997912739,-0.11294395192356653,0.41358506413608886,0.4610224914625646,0.26451206964693647,0.8971038762642936,0.27978890680433144,1.0,2033,10000
ag_interaction,1314,8,LBXHGB,14.613363154191134,14.264234317976108,1.3757385173227916,1.4862827334771553,0.23724480142373075,0.9256236961753934,0.24154634747247267,1.0,2251,10000
